ScanningMode	2Theta
ScanningType	Continuos Scanning
X-Ray	40kV/40mA
DivSlit	3.0mm
DivH.L.Slit	10mm
SctSlit	open
RecSlit	open
Start	114
Stop	119
Step	0.01
117.7	78908
117.71	79111
117.72	78890
117.73	79353
117.74	79259
117.75	79080
117.76	78892
117.77	79162
117.78	79132
117.79	78648
117.8	79475
117.81	79393
117.82	79321
117.83	78988
117.84	78675
117.85	79384
117.86	79484
117.87	78896
117.88	79350
117.89	78829
117.9	79022
117.91	79258
117.92	79657
117.93	79297
117.94	79396
117.95	79667
117.96	79028
117.97	78544
117.98	78956
117.99	79593
118	78741
118.01	78784
118.02	78805
118.03	80130
118.04	79121
118.05	79078
118.06	79052
118.07	79432
118.08	78852
118.09	79661
118.1	79306
118.11	78816
118.12	78922
118.13	79161
118.14	79492
118.15	78814
118.16	78800
118.17	79015
118.18	79029
118.19	79453
118.2	79051
118.21	79580
118.22	78760
118.23	79182
118.24	79467
118.25	79270
118.26	79169
118.27	79451
118.28	78912
118.29	79270
118.3	79219
118.31	79157
118.32	78966
118.33	79387
118.34	79034
118.35	79706
118.36	79165
118.37	78580
118.38	78563
118.39	78654
118.4	79715
118.41	79315
118.42	79333
118.43	79340
118.44	79451
118.45	79147
118.46	79034
118.47	79470
118.48	79127
118.49	78886
118.5	79442
118.51	79246
118.52	78981
118.53	78767
118.54	79100
118.55	79166
118.56	78876
118.57	79140
118.58	79053
118.59	79258
118.6	79054
118.61	79121
118.62	79150
118.63	79357
118.64	78942
118.65	79270
118.66	79248
118.67	79128
118.68	79566
118.69	79335
118.7	79357
118.71	79943
118.72	79121
118.73	78855
118.74	79620
118.75	78829
118.76	79421
118.77	79350
118.78	79465
118.79	78841
118.8	79161
118.81	78792
118.82	79309
118.83	80023
118.84	79507
118.85	79079
118.86	79016
118.87	79323
118.88	79754
118.89	79128
118.9	79252
118.91	79604
118.92	79203
118.93	79651
118.94	79812
118.95	79255
118.96	79212
118.97	79330
118.98	79226
118.99	79097
119	79665
X-Ray	40kV/40mA
DivSlit	3.0mm
DivH.L.Slit	10mm
SctSlit	open
RecSlit	open
Start	114
Stop	119
Step	0.01
114	76938
114.01	76873
114.02	76741
114.03	76897
114.04	76920
114.05	77009
114.06	77012
114.07	76810
114.08	77111
114.09	77306
114.1	76956
114.11	76814
114.12	77109
114.13	77008
114.14	76611
114.15	77149
114.16	76889
114.17	77209
114.18	77071
114.19	76753
114.2	77394
114.21	76796
114.22	76081
114.23	77117
114.24	77149
114.25	77155
114.26	76952
114.27	76903
114.28	76867
114.29	77093
114.3	76865
114.31	77231
114.32	77290
114.33	77086
114.34	77080
114.35	77229
114.36	77112
114.37	77243
114.38	77491
114.39	77109
114.4	76918
114.41	76754
114.42	77346
114.43	77267
114.44	77012
114.45	77652
114.46	77466
114.47	77305
114.48	77437
114.49	77136
114.5	77278
114.51	77150
114.52	77122
114.53	77109
114.54	76913
114.55	77003
114.56	76839
114.57	77093
114.58	77392
114.59	77196
114.6	77382
114.61	77322
114.62	76620
114.63	77480
114.64	77444
114.65	77337
114.66	77292
114.67	76838
114.68	77256
114.69	77147
114.7	77593
114.71	77349
114.72	77173
114.73	77179
114.74	77443
114.75	77220
114.76	77338
114.77	77849
114.78	77291
114.79	77357
114.8	77660
114.81	77706
114.82	77172
114.83	77848
114.84	77305
114.85	77166
114.86	77953
114.87	77794
114.88	76893
114.89	78060
114.9	77786
114.91	77498
114.92	77326
114.93	77474
114.94	77736
114.95	77616
114.96	77790
114.97	77734
114.98	78068
114.99	77347
115	77251
115.01	77249
115.02	77482
115.03	77975
115.04	77398
115.05	77650
115.06	77587
115.07	77681
115.08	77494
115.09	77755
115.1	77563
115.11	77821
115.12	77685
115.13	77856
115.14	77552
115.15	77758
115.16	77781
115.17	77649
115.18	78422
115.19	77811
115.2	77828
115.21	78089
115.22	78054
115.23	78016
115.24	78129
115.25	78206
115.26	77861
115.27	78007
115.28	78102
115.29	78013
115.3	77796
115.31	78084
115.32	77722
115.33	78004
115.34	77939
115.35	78265
115.36	78127
115.37	78090
115.38	78097
115.39	78751
115.4	77753
115.41	78345
115.42	78687
115.43	78227
115.44	78104
115.45	78491
115.46	78576
115.47	78310
115.48	78625
115.49	78719
115.5	78650
115.51	78219
115.52	79246
115.53	78541
115.54	79025
115.55	78237
115.56	78922
115.57	78944
115.58	78606
115.59	78870
115.6	79064
115.61	79015
115.62	79628
115.63	78756
115.64	78834
115.65	79618
115.66	79511
115.67	79455
115.68	79103
115.69	79877
115.7	79323
115.71	79816
115.72	79708
115.73	79857
115.74	79687
115.75	80279
115.76	79973
115.77	80300
115.78	79742
115.79	80432
115.8	79947
115.81	80255
115.82	80218
115.83	80689
115.84	80344
115.85	80697
115.86	80505
115.87	80714
115.88	80615
115.89	81194
115.9	80735
115.91	80611
115.92	81495
115.93	81091
115.94	81159
115.95	80856
115.96	81277
115.97	81420
115.98	81873
115.99	81704
116	81655
116.01	81781
116.02	82083
116.03	82058
116.04	81733
116.05	82358
116.06	82143
116.07	81714
116.08	81677
116.09	82325
116.1	81883
116.11	82295
116.12	82572
116.13	82468
116.14	82138
116.15	82501
116.16	82434
116.17	83063
116.18	82442
116.19	82812
116.2	82931
116.21	82395
116.22	82521
116.23	82405
116.24	82710
116.25	82904
116.26	82645
116.27	82791
116.28	82487
116.29	82625
116.3	82685
116.31	82573
116.32	82830
116.33	82988
116.34	82394
116.35	82772
116.36	82678
116.37	82556
116.38	82482
116.39	82782
116.4	82351
116.41	82485
116.42	82541
116.43	82537
116.44	82170
116.45	82406
116.46	82105
116.47	82324
116.48	82287
116.49	82519
116.5	82163
116.51	82088
116.52	82265
116.53	82253
116.54	81961
116.55	82092
116.56	82089
116.57	81880
116.58	81876
116.59	81507
116.6	81791
116.61	81798
116.62	81515
116.63	81462
116.64	82156
116.65	81152
116.66	81775
116.67	81527
116.68	81068
116.69	80825
116.7	81765
116.71	81632
116.72	80653
116.73	80747
116.74	80570
116.75	80597
116.76	80286
116.77	80880
116.78	80908
116.79	80237
116.8	80324
116.81	80705
116.82	80830
116.83	80032
116.84	80623
116.85	80102
116.86	79971
116.87	80174
116.88	79965
116.89	79724
116.9	79968
116.91	80390
116.92	79803
116.93	79673
116.94	80087
116.95	79885
116.96	80007
116.97	79487
116.98	79709
116.99	79830
117	79931
117.01	79102
117.02	79720
117.03	79235
117.04	79521
117.05	78888
117.06	79326
117.07	79646
117.08	79472
117.09	79277
117.1	78975
117.11	78973
117.12	79370
117.13	78866
117.14	79044
117.15	79253
117.16	78554
117.17	79246
117.18	78561
117.19	78886
117.2	78703
117.21	78157
117.22	78765
117.23	79447
117.24	78837
117.25	78457
117.26	78752
117.27	78740
117.28	78688
117.29	78408
117.3	79241
117.31	79049
117.32	79036
117.33	78447
117.34	78612
117.35	78909
117.36	78283
117.37	78807
117.38	78432
117.39	77857
117.4	78038
117.41	78656
117.42	78353
117.43	77684
117.44	78496
117.45	78142
117.46	78102
117.47	78635
117.48	78548
117.49	78184
117.5	78322
117.51	78374
117.52	77796
117.53	78360
117.54	78091
117.55	78576
117.56	78252
117.57	78615
117.58	78071
117.59	78375
117.6	78574
117.61	78302
117.62	78010
117.63	78206
117.64	78383
117.65	78487
117.66	78128
117.67	78448
117.68	78172
117.69	78682
117.7	78338
117.71	78653
117.72	79228
117.73	77747
117.74	78243
117.75	78382
117.76	78395
117.77	77771
117.78	78507
117.79	78336
117.8	78534
117.81	78179
117.82	78041
117.83	78500
117.84	78818
117.85	78278
117.86	78727
117.87	78190
117.88	78765
117.89	77576
117.9	78222
117.91	78609
117.92	78457
117.93	78998
117.94	77668
117.95	78659
117.96	78686
117.97	78674
117.98	78775
117.99	78893
118	78020
118.01	78151
118.02	78107
118.03	77751
118.04	78187
118.05	78251
118.06	78380
118.07	78248
118.08	78102
118.09	78398
118.1	78108
118.11	78191
118.12	78093
118.13	78855
118.14	78214
118.15	78697
118.16	78354
118.17	78761
118.18	78321
118.19	78643
118.2	78229
118.21	78522
118.22	78625
118.23	78224
118.24	77797
118.25	78347
118.26	78529
118.27	78525
118.28	78914
118.29	78665
118.3	78967
118.31	78240
118.32	78678
118.33	78602
118.34	78666
118.35	78445
118.36	78450
118.37	78485
118.38	78112
118.39	78082
118.4	78086
118.41	78506
118.42	78694
118.43	78592
118.44	78228
118.45	78722
118.46	78415
118.47	78100
118.48	78457
118.49	78172
118.5	79332
118.51	78300
118.52	78115
118.53	77876
118.54	78199
118.55	78443
118.56	78522
118.57	78309
118.58	78362
118.59	78637
118.6	78256
118.61	78984
118.62	78891
118.63	78774
118.64	78318
118.65	78726
118.66	78633
118.67	78524
118.68	78098
118.69	78550
118.7	78432
118.71	78573
118.72	78372
118.73	78417
118.74	78376
118.75	78741
118.76	78636
118.77	78487
118.78	78440
118.79	78523
118.8	78826
118.81	78908
118.82	78688
118.83	78648
118.84	78219
118.85	78525
118.86	78695
118.87	78654
118.88	78591
118.89	78691
118.9	78302
118.91	78837
118.92	78696
118.93	78503
118.94	78627
118.95	78373
118.96	78295
118.97	78423
118.98	78748
118.99	78125
119	78387
X-Ray	40kV/40mA
DivSlit	3.0mm
DivH.L.Slit	10mm
SctSlit	open
RecSlit	open
Start	114
Stop	119
Step	0.01
114	76156
114.01	76030
114.02	75964
114.03	76033
114.04	76379
114.05	76031
114.06	76125
114.07	76020
114.08	76099
114.09	76136
114.1	76249
114.11	76602
114.12	76278
114.13	76109
114.14	76545
114.15	76145
114.16	76738
114.17	75965
114.18	76127
114.19	76609
114.2	76303
114.21	76688
114.22	75651
114.23	75939
114.24	76471
114.25	75842
114.26	76498
114.27	76076
114.28	76211
114.29	76298
114.3	76215
114.31	76337
114.32	76389
114.33	76176
114.34	76332
114.35	76184
114.36	76596
114.37	76558
114.38	76599
114.39	76409
114.4	76585
114.41	76597
114.42	76717
114.43	76065
114.44	76481
114.45	76393
114.46	76031
114.47	76608
114.48	76194
114.49	76331
114.5	76593
114.51	75783
114.52	76214
114.53	76345
114.54	76738
114.55	76042
114.56	76150
114.57	77092
114.58	77178
114.59	76762
114.6	76388
114.61	76640
114.62	76437
114.63	76843
114.64	76587
114.65	77006
114.66	77147
114.67	76239
114.68	76165
114.69	76507
114.7	77355
114.71	76904
114.72	76364
114.73	76404
114.74	76592
114.75	76612
114.76	76429
114.77	76685
114.78	76124
114.79	76816
114.8	76267
114.81	76616
114.82	76269
114.83	76410
114.84	76145
114.85	76471
114.86	76703
114.87	76685
114.88	76799
114.89	76880
114.9	76593
114.91	76588
114.92	76839
114.93	76700
114.94	77464
114.95	76807
114.96	76751
114.97	76576
114.98	76797
114.99	76394
115	77036
115.01	76646
115.02	76972
115.03	76889
115.04	76289
115.05	76949
115.06	76245
115.07	76606
115.08	76542
115.09	76534
115.1	76823
115.11	76763
115.12	76510
115.13	76802
115.14	76938
115.15	77525
115.16	77109
115.17	77163
115.18	77325
115.19	77062
115.2	76839
115.21	77077
115.22	76656
115.23	76742
115.24	77146
115.25	77171
115.26	77293
115.27	77245
115.28	76922
115.29	76936
115.3	77232
115.31	76806
115.32	77493
115.33	77262
115.34	77698
115.35	77507
115.36	77745
115.37	77296
115.38	77270
115.39	77543
115.4	77095
115.41	77201
115.42	77558
115.43	77583
115.44	77510
115.45	77640
115.46	78062
115.47	78191
115.48	77751
115.49	78279
115.5	77907
115.51	77874
115.52	77647
115.53	77838
115.54	77919
115.55	78310
115.56	77477
115.57	78028
115.58	78485
115.59	78294
115.6	78014
115.61	78833
115.62	78169
115.63	78242
115.64	78502
115.65	77977
115.66	78302
115.67	79000
115.68	78862
115.69	78563
115.7	78625
115.71	78054
115.72	78744
115.73	78827
115.74	78813
115.75	78851
115.76	78982
115.77	79229
115.78	79121
115.79	79369
115.8	79141
115.81	79283
115.82	79359
115.83	79262
115.84	79345
115.85	79462
115.86	79823
115.87	80042
115.88	79975
115.89	79967
115.9	80077
115.91	80322
115.92	80140
115.93	80405
115.94	80418
115.95	80484
115.96	80369
115.97	80793
115.98	80722
115.99	81019
116	81434
116.01	81170
116.02	80799
116.03	81346
116.04	80864
116.05	81221
116.06	81438
116.07	80666
116.08	81220
116.09	81735
116.1	81552
116.11	81242
116.12	81711
116.13	81123
116.14	81935
116.15	81741
116.16	81330
116.17	82323
116.18	81735
116.19	81837
116.2	81928
116.21	82198
116.22	81792
116.23	81520
116.24	81582
116.25	81172
116.26	82152
116.27	82144
116.28	81820
116.29	81920
116.3	82162
116.31	82040
116.32	81774
116.33	81885
116.34	81896
116.35	82220
116.36	81990
116.37	81328
116.38	82093
116.39	81807
116.4	81886
116.41	81592
116.42	81250
116.43	81424
116.44	81241
116.45	81531
116.46	81600
116.47	81417
116.48	81434
116.49	81594
116.5	81005
116.51	81081
116.52	81329
116.53	81267
116.54	81016
116.55	80886
116.56	81139
116.57	81235
116.58	80518
116.59	80545
116.6	80588
116.61	80673
116.62	80361
116.63	80501
116.64	80587
116.65	80925
116.66	80652
116.67	80004
116.68	80279
116.69	80162
116.7	80086
116.71	80018
116.72	79796
116.73	80157
116.74	80226
116.75	80197
116.76	79809
116.77	80125
116.78	79715
116.79	80175
116.8	80153
116.81	79975
116.82	79524
116.83	79814
116.84	79324
116.85	79853
116.86	79422
116.87	79469
116.88	79123
116.89	79498
116.9	79428
116.91	78893
116.92	79205
116.93	79527
116.94	79014
116.95	79179
116.96	78691
116.97	79350
116.98	78534
116.99	78661
117	79025
117.01	78387
117.02	78521
117.03	78399
117.04	78877
117.05	79220
117.06	78672
117.07	78772
117.08	78709
117.09	78179
117.1	78149
117.11	78100
117.12	77449
117.13	78817
117.14	78026
117.15	78221
117.16	78390
117.17	78459
117.18	78122
117.19	78079
117.2	77921
117.21	78401
117.22	77967
117.23	78004
117.24	78096
117.25	77194
117.26	77972
117.27	77308
117.28	77601
117.29	77616
117.3	77605
117.31	78458
117.32	77716
117.33	78553
117.34	78301
117.35	77986
117.36	78147
117.37	78049
117.38	77689
117.39	77145
117.4	78130
117.41	77727
117.42	77751
117.43	77834
117.44	77889
117.45	77745
117.46	77773
117.47	77444
117.48	77850
117.49	77956
117.5	77604
117.51	77246
117.52	77812
117.53	77947
117.54	77784
117.55	77555
117.56	77712
117.57	77491
117.58	77837
117.59	77605
117.6	77487
117.61	77769
117.62	77053
117.63	77623
117.64	77414
117.65	77268
117.66	77819
117.67	77781
117.68	77489
117.69	77436
117.7	77677
117.71	77123
117.72	77613
117.73	77688
117.74	77197
117.75	77455
117.76	77756
117.77	77347
117.78	78140
117.79	77898
117.8	77818
117.81	77535
117.82	77406
117.83	77774
117.84	77058
117.85	77194
117.86	78007
117.87	77639
117.88	77108
117.89	77369
117.9	77247
117.91	77374
117.92	77528
117.93	77554
117.94	77439
117.95	77522
117.96	77211
117.97	77610
117.98	77003
117.99	77591
118	77460
118.01	77659
118.02	77941
118.03	77711
118.04	77984
118.05	77857
118.06	77862
118.07	77764
118.08	77932
118.09	78085
118.1	77731
118.11	77864
118.12	78087
118.13	77659
118.14	78395
118.15	77736
118.16	77120
118.17	77649
118.18	77635
118.19	77844
118.2	77296
118.21	77857
118.22	77170
118.23	77607
118.24	77152
118.25	77463
118.26	77497
118.27	77644
118.28	77796
118.29	77753
118.3	77469
118.31	76906
118.32	77832
118.33	77180
118.34	78092
118.35	77353
118.36	77259
118.37	77940
118.38	77987
118.39	77327
118.4	77696
118.41	77666
118.42	77535
118.43	77782
118.44	77737
118.45	77353
118.46	77610
118.47	77242
118.48	77966
118.49	77367
118.5	77795
118.51	77745
118.52	77466
118.53	78126
118.54	78094
118.55	77517
118.56	77609
118.57	78238
118.58	77652
118.59	78009
118.6	78046
118.61	78235
118.62	77780
118.63	78164
118.64	77925
118.65	77989
118.66	78540
118.67	77721
118.68	77612
118.69	78084
118.7	77669
118.71	77558
118.72	77284
118.73	77875
118.74	77364
118.75	77886
118.76	77747
118.77	77696
118.78	77606
118.79	77840
118.8	77569
118.81	77475
118.82	78158
118.83	77779
118.84	77897
118.85	77670
118.86	77790
118.87	78209
118.88	78118
118.89	77940
118.9	77921
118.91	77833
118.92	77903
118.93	78057
118.94	78744
118.95	77722
118.96	77970
118.97	77952
118.98	78128
118.99	77731
119	78105
X-Ray	40kV/40mA
DivSlit	3.0mm
DivH.L.Slit	10mm
SctSlit	open
RecSlit	open
Start	114
Stop	119
Step	0.01
114	74943
114.01	75486
114.02	75511
114.03	75536
114.04	75683
114.05	75544
114.06	75367
114.07	75236
114.08	75698
114.09	75840
114.1	75869
114.11	75884
114.12	75536
114.13	74759
114.14	75655
114.15	75611
114.16	75503
114.17	75860
114.18	75621
114.19	75643
114.2	75809
114.21	75522
114.22	75581
114.23	75783
114.24	75404
114.25	75494
114.26	75562
114.27	75617
114.28	75556
114.29	75682
114.3	75379
114.31	75984
114.32	75140
114.33	75702
114.34	75818
114.35	75628
114.36	75450
114.37	75986
114.38	75589
114.39	75946
114.4	75692
114.41	76045
114.42	75435
114.43	75850
114.44	75950
114.45	76132
114.46	76240
114.47	75356
114.48	76149
114.49	75948
114.5	75553
114.51	76303
114.52	75546
114.53	75748
114.54	75581
114.55	75549
114.56	75693
114.57	76320
114.58	75539
114.59	75499
114.6	75603
114.61	76158
114.62	76075
114.63	75854
114.64	75927
114.65	76057
114.66	75846
114.67	75492
114.68	75618
114.69	75753
114.7	76081
114.71	75866
114.72	75742
114.73	76095
114.74	75817
114.75	75511
114.76	75888
114.77	76362
114.78	75397
114.79	75781
114.8	76005
114.81	76018
114.82	75355
114.83	75828
114.84	75695
114.85	76098
114.86	76029
114.87	76157
114.88	75768
114.89	75588
114.9	75805
114.91	76703
114.92	76023
114.93	75878
114.94	75515
114.95	76084
114.96	76079
114.97	75520
114.98	76211
114.99	75819
115	75872
115.01	75822
115.02	75307
115.03	75737
115.04	76127
115.05	76216
115.06	76093
115.07	75898
115.08	75812
115.09	76548
115.1	75425
115.11	75998
115.12	76210
115.13	76527
115.14	75975
115.15	75851
115.16	76284
115.17	76232
115.18	76327
115.19	76293
115.2	76175
115.21	76376
115.22	76149
115.23	76371
115.24	76483
115.25	75477
115.26	76563
115.27	76277
115.28	76217
115.29	77224
115.3	76724
115.31	76862
115.32	76358
115.33	76744
115.34	76677
115.35	76819
115.36	76347
115.37	76899
115.38	76601
115.39	76734
115.4	76722
115.41	76532
115.42	76910
115.43	76816
115.44	77031
115.45	76848
115.46	76700
115.47	76810
115.48	76539
115.49	76730
115.5	77391
115.51	76713
115.52	77016
115.53	77577
115.54	77391
115.55	77059
115.56	77264
115.57	77678
115.58	77288
115.59	78003
115.6	77540
115.61	77613
115.62	77981
115.63	77897
115.64	77938
115.65	78012
115.66	77802
115.67	78251
115.68	78008
115.69	78058
115.7	77782
115.71	77972
115.72	78061
115.73	78095
115.74	78318
115.75	78612
115.76	78307
115.77	78728
115.78	78610
115.79	78481
115.8	78950
115.81	78477
115.82	78429
115.83	78889
115.84	78972
115.85	79404
115.86	78977
115.87	79562
115.88	79211
115.89	79594
115.9	79411
115.91	79669
115.92	79799
115.93	79993
115.94	80026
115.95	79945
115.96	80008
115.97	79684
115.98	80131
115.99	79317
116	80150
116.01	80056
116.02	80155
116.03	80522
116.04	79791
116.05	80787
116.06	80381
116.07	80606
116.08	80966
116.09	80534
116.1	80624
116.11	80459
116.12	80390
116.13	80733
116.14	80958
116.15	80561
116.16	81211
116.17	81064
116.18	80980
116.19	80677
116.2	81155
116.21	81148
116.22	81386
116.23	80385
116.24	80900
116.25	81230
116.26	81181
116.27	80985
116.28	81321
116.29	80974
116.3	81438
116.31	80898
116.32	80688
116.33	81129
116.34	81006
116.35	81283
116.36	81330
116.37	80915
116.38	81069
116.39	81016
116.4	81395
116.41	80670
116.42	80720
116.43	80938
116.44	80659
116.45	81175
116.46	80802
116.47	80721
116.48	80218
116.49	80643
116.5	80647
116.51	80320
116.52	80705
116.53	79904
116.54	80417
116.55	80510
116.56	80458
116.57	80121
116.58	80450
116.59	80273
116.6	80362
116.61	80244
116.62	79674
116.63	80218
116.64	79672
116.65	79890
116.66	79790
116.67	79485
116.68	79558
116.69	79215
116.7	79479
116.71	79624
116.72	79691
116.73	79193
116.74	79199
116.75	79441
116.76	78895
116.77	79469
116.78	79238
116.79	78936
116.8	78674
116.81	78478
116.82	78957
116.83	78902
116.84	78964
116.85	78878
116.86	78659
116.87	78149
116.88	78427
116.89	78266
116.9	78493
116.91	78661
116.92	78582
116.93	78430
116.94	78069
116.95	77649
116.96	78311
116.97	78476
116.98	77682
116.99	77742
117	78075
117.01	77933
117.02	78017
117.03	77946
117.04	77760
117.05	77497
117.06	77524
117.07	77683
117.08	77828
117.09	77402
117.1	77168
117.11	77289
117.12	77692
117.13	77202
117.14	77337
117.15	77791
117.16	77184
117.17	77688
117.18	77243
117.19	77221
117.2	77169
117.21	77586
117.22	77171
117.23	77393
117.24	77068
117.25	77137
117.26	77270
117.27	76871
117.28	77133
117.29	77198
117.3	76592
117.31	76988
117.32	76619
117.33	76633
117.34	77009
117.35	77019
117.36	77245
117.37	76798
117.38	77516
117.39	77342
117.4	77061
117.41	76737
117.42	77104
117.43	76885
117.44	77048
117.45	76853
117.46	77140
117.47	77240
117.48	76923
117.49	76845
117.5	77207
117.51	77185
117.52	77063
117.53	76430
117.54	76914
117.55	76549
117.56	77375
117.57	76353
117.58	76770
117.59	76577
117.6	77030
117.61	76826
117.62	76829
117.63	76138
117.64	76895
117.65	77286
117.66	76941
117.67	77440
117.68	76769
117.69	77099
117.7	76780
117.71	76930
117.72	76955
117.73	76829
117.74	76861
117.75	77280
117.76	76789
117.77	77017
117.78	77010
117.79	76770
117.8	76932
117.81	76790
117.82	76507
117.83	76777
117.84	76918
117.85	77166
117.86	76977
117.87	77062
117.88	77022
117.89	76874
117.9	77027
117.91	76752
117.92	76812
117.93	77125
117.94	76539
117.95	76650
117.96	77419
117.97	76894
117.98	77030
117.99	76799
118	77375
118.01	76718
118.02	76767
118.03	76932
118.04	76883
118.05	76695
118.06	77072
118.07	77015
118.08	76963
118.09	77034
118.1	77137
118.11	76993
118.12	76993
118.13	77306
118.14	76858
118.15	76500
118.16	76755
118.17	76773
118.18	76847
118.19	76855
118.2	77094
118.21	76827
118.22	76918
118.23	76805
118.24	76901
118.25	76763
118.26	76874
118.27	77214
118.28	76998
118.29	77251
118.3	76923
118.31	76938
118.32	77266
118.33	76717
118.34	76817
118.35	77025
118.36	77404
118.37	76917
118.38	77407
118.39	76877
118.4	76826
118.41	76981
118.42	77247
118.43	77108
118.44	77127
118.45	77070
118.46	77053
118.47	77095
118.48	77561
118.49	77053
118.5	76929
118.51	76905
118.52	76788
118.53	77151
118.54	76937
118.55	77320
118.56	77249
118.57	77134
118.58	77247
118.59	77322
118.6	77721
118.61	77088
118.62	76689
118.63	76290
118.64	77600
118.65	77442
118.66	76496
118.67	77280
118.68	77068
118.69	76822
118.7	77136
118.71	77129
118.72	77469
118.73	77493
118.74	76926
118.75	77027
118.76	76713
118.77	77076
118.78	77256
118.79	76989
118.8	77222
118.81	77143
118.82	76710
118.83	76937
118.84	77096
118.85	77453
118.86	77357
118.87	76719
118.88	76962
118.89	77515
118.9	77314
118.91	77249
118.92	77156
118.93	77503
118.94	77348
118.95	76787
118.96	77859
118.97	76706
118.98	77177
118.99	77298
119	77334
X-Ray	40kV/40mA
DivSlit	3.0mm
DivH.L.Slit	10mm
SctSlit	open
RecSlit	open
Start	114
Stop	119
Step	0.01
114	74741
114.01	74730
114.02	74490
114.03	74682
114.04	74327
114.05	75126
114.06	74761
114.07	75130
114.08	75241
114.09	74437
114.1	74855
114.11	74464
114.12	74147
114.13	74794
114.14	75079
114.15	74316
114.16	74502
114.17	74605
114.18	74750
114.19	74691
114.2	74797
114.21	74663
114.22	74893
114.23	75121
114.24	74438
114.25	74665
114.26	74696
114.27	74785
114.28	75014
114.29	74657
114.3	74715
114.31	74389
114.32	74642
114.33	74597
114.34	74334
114.35	74882
114.36	74829
114.37	74793
114.38	74956
114.39	74807
114.4	74784
114.41	75227
114.42	74428
114.43	74613
114.44	75144
114.45	74940
114.46	75039
114.47	75307
114.48	74928
114.49	74538
114.5	74973
114.51	75270
114.52	74894
114.53	75237
114.54	74421
114.55	74873
114.56	75376
114.57	75174
114.58	75404
114.59	75206
114.6	75083
114.61	74775
114.62	75018
114.63	75185
114.64	75105
114.65	74948
114.66	75543
114.67	75347
114.68	74961
114.69	75092
114.7	75163
114.71	75248
114.72	75108
114.73	74798
114.74	75220
114.75	74473
114.76	74774
114.77	74861
114.78	75382
114.79	75013
114.8	75311
114.81	74969
114.82	75164
114.83	75648
114.84	75956
114.85	75668
114.86	75317
114.87	74769
114.88	75223
114.89	75302
114.9	75227
114.91	74704
114.92	74627
114.93	75486
114.94	75157
114.95	74951
114.96	75182
114.97	75502
114.98	75186
114.99	75325
115	75388
115.01	75559
115.02	75677
115.03	75429
115.04	75410
115.05	75063
115.06	75091
115.07	75525
115.08	75466
115.09	75587
115.1	75316
115.11	75500
115.12	75461
115.13	76166
115.14	75446
115.15	74553
115.16	75578
115.17	75566
115.18	75210
115.19	75765
115.2	75449
115.21	75728
115.22	75729
115.23	75775
115.24	75728
115.25	75101
115.26	76055
115.27	76211
115.28	75572
115.29	75207
115.3	76195
115.31	75426
115.32	75915
115.33	75295
115.34	75832
115.35	75995
115.36	76065
115.37	76437
115.38	76430
115.39	75839
115.4	75978
115.41	75778
115.42	76164
115.43	76071
115.44	76354
115.45	75927
115.46	76471
115.47	76407
115.48	76243
115.49	76220
115.5	76253
115.51	76345
115.52	76278
115.53	76028
115.54	76399
115.55	76503
115.56	76543
115.57	76304
115.58	76761
115.59	76740
115.6	76559
115.61	76369
115.62	76810
115.63	76492
115.64	76827
115.65	76791
115.66	77025
115.67	76733
115.68	76678
115.69	77102
115.7	77421
115.71	77088
115.72	77730
115.73	77820
115.74	77455
115.75	77626
115.76	77776
115.77	77959
115.78	77727
115.79	77588
115.8	78575
115.81	77500
115.82	77974
115.83	78096
115.84	78584
115.85	78240
115.86	78052
115.87	78244
115.88	78201
115.89	78865
115.9	78278
115.91	78522
115.92	78689
115.93	78733
115.94	79274
115.95	79156
115.96	79175
115.97	78669
115.98	78305
115.99	78900
116	79643
116.01	79542
116.02	78784
116.03	79566
116.04	79253
116.05	79881
116.06	80138
116.07	79578
116.08	79235
116.09	80047
116.1	79393
116.11	80024
116.12	79761
116.13	79875
116.14	80085
116.15	80097
116.16	79640
116.17	79905
116.18	80579
116.19	80789
116.2	80372
116.21	79810
116.22	80406
116.23	80076
116.24	79633
116.25	80613
116.26	80116
116.27	80607
116.28	80105
116.29	79862
116.3	80404
116.31	80291
116.32	80017
116.33	80782
116.34	79930
116.35	80238
116.36	80619
116.37	80522
116.38	80163
116.39	80365
116.4	80665
116.41	80117
116.42	80316
116.43	80023
116.44	80293
116.45	80116
116.46	80036
116.47	79556
116.48	80307
116.49	80126
116.5	79962
116.51	79903
116.52	79909
116.53	79302
116.54	79441
116.55	79914
116.56	79468
116.57	79364
116.58	79188
116.59	79639
116.6	79480
116.61	79253
116.62	79301
116.63	79509
116.64	79043
116.65	79458
116.66	79386
116.67	78635
116.68	78679
116.69	78609
116.7	78986
116.71	78722
116.72	79294
116.73	78731
116.74	78197
116.75	78344
116.76	78798
116.77	78408
116.78	78748
116.79	77934
116.8	78076
116.81	78544
116.82	78888
116.83	77984
116.84	78201
116.85	78125
116.86	78234
116.87	77956
116.88	77706
116.89	78258
116.9	78032
116.91	77853
116.92	76734
116.93	78022
116.94	77662
116.95	78298
116.96	77487
116.97	76992
116.98	77221
116.99	77329
117	77036
117.01	77362
117.02	77216
117.03	77297
117.04	77503
117.05	77553
117.06	77236
117.07	76643
117.08	76799
117.09	77180
117.1	76998
117.11	76801
117.12	76864
117.13	76710
117.14	77347
117.15	76649
